Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
151,Cody Zeller,MIA,30,3,2,1,8.9,2.0,1.0,1.3,75.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,3.0,3.3,1.0,0.7,0.3,0.0,0.7,7.8,0.0,0.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Damion Lee,PHX,30,4,4,0,8.8,2.0,0.5,1.5,33.3,0.5,1.5,33.3,0.5,0.5,100.0,0.0,0.5,0.5,0.3,0.3,0.3,0.0,1.8,3.5,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,David Duke Jr.,BKN,23,1,0,1,4.7,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Goran Dragic,MIL,36,2,1,1,3.6,2.0,0.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.8,0.0,0.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Lamar Stevens,CLE,25,1,0,1,3.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Shake Milton,PHI,26,2,2,0,3.7,2.0,0.5,1.0,50.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.5,4.7,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Joe Harris,BKN,31,4,0,4,10.9,1.8,0.5,3.3,15.4,0.3,3.0,8.3,0.5,0.5,100.0,0.0,1.3,1.3,0.0,0.8,0.5,0.0,1.3,4.0,0.0,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
158,DeAndre Jordan,DEN,34,3,2,1,3.5,1.7,0.7,1.0,66.7,0.0,0.0,0.0,0.3,0.7,50.0,0.0,1.3,1.3,0.3,0.7,0.0,0.0,0.7,3.1,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Terence Davis,SAC,25,2,1,1,6.3,1.5,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.5,0.0,0.0,1.0,4.2,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Landry Shamet,PHX,26,5,4,1,11.0,1.4,0.6,2.8,21.4,0.2,1.4,14.3,0.0,0.0,0.0,0.2,0.6,0.8,0.6,0.0,0.4,0.0,0.4,4.5,0.0,0.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Jevon Carter,MIL,27,4,1,3,12.3,1.3,0.5,2.3,22.2,0.3,1.8,14.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0,0.3,4.7,0.0,0.0,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Chimezie Metu,SAC,26,1,0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Danny Green,CLE,35,3,1,2,11.8,1.0,0.3,1.7,20.0,0.3,1.3,25.0,0.0,0.0,0.0,0.7,1.3,2.0,0.3,0.3,0.7,0.3,1.7,6.6,0.0,0.0,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Dean Wade,CLE,26,2,0,2,5.6,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,1.0,100.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Miles McBride,NYK,22,3,2,1,3.8,1.0,0.3,0.3,100.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Nathan Knight,MIN,25,2,0,2,2.4,1.0,0.5,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.1,0.0,0.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
167,John Konchar,MEM,27,3,1,2,7.9,0.7,0.3,1.3,25.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,1.3,2.0,1.0,0.0,0.7,0.7,1.0,8.6,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Raul Neto,CLE,30,2,1,1,3.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.3,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Aaron Holiday,ATL,26,1,1,0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Amir Coffey,LAC,25,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Anthony Lamb,GSW,25,1,1,0,7.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Blake Griffin,BOS,34,1,0,1,5.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Brandon Boston Jr.,LAC,21,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Cameron Payne,PHX,28,1,1,0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,DaQuan Jeffries,NYK,25,1,1,0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Danuel House Jr.,PHI,29,2,2,0,2.3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Derrick Rose,NYK,34,1,1,0,2.5,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Edmond Sumner,BKN,27,1,0,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Furkan Korkmaz,PHI,25,1,1,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Ish Smith,DEN,34,1,1,0,4.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Ish Wainright,PHX,28,2,1,1,3.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,2.1,0.0,0.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,JaMychal Green,GSW,32,2,1,1,5.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,0.5,2.0,4.1,0.0,0.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Jaden Springer,PHI,20,1,1,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Jason Preston,LAC,23,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Jordan McLaughlin,MIN,27,2,1,1,7.1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.7,0.0,0.0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Josh Minott,MIN,20,1,0,1,6.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,8.0,0.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Kenneth Lofton Jr.,MEM,20,2,1,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Kessler Edwards,SAC,22,3,1,2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Lonnie Walker IV,LAL,24,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Luke Kornet,BOS,27,1,1,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Max Christie,LAL,20,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Meyers Leonard,MIL,31,2,1,1,2.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Mike Muscala,BOS,31,1,1,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Mo Bamba,LAL,24,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Montrezl Harrell,PHI,29,2,2,0,3.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Omer Yurtseven,MIA,24,1,1,0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Patrick Baldwin Jr.,GSW,20,1,1,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Patty Mills,BKN,34,1,0,1,5.3,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Payton Pritchard,BOS,25,1,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Peyton Watson,DEN,20,1,1,0,4.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
